[1, 2, 3, 4, 5, 6, 7, 8, 8, 10, 11, 11, 11, 12, 10, 9, 9, 7, 8, 7, 8, 7, 5, 1, 3, 1, 0, 1, 1, 2, 3, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
[1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.888889, 1.000000, 1.000000, 0.916667, 0.846154, 0.857143, 0.666667, 0.562500, 0.529412, 0.388889, 0.421053, 0.350000, 0.380952, 0.318182, 0.217391, 0.041667, 0.120000, 0.038462, 0.000000, 0.035714, 0.034483, 0.066667, 0.096774, 0.031250, 0.060606, 0.058824, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000 ]
[0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.111111, 0.000000, 0.000000, 0.083333, 0.153846, 0.142857, 0.333333, 0.437500, 0.470588, 0.611111, 0.578947, 0.650000, 0.619048, 0.681818, 0.782609, 0.958333, 0.880000, 0.961538, 1.000000, 0.964286, 0.965517, 0.933333, 0.903226, 0.968750, 0.939394, 0.941176, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000 ]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 9, 10, 11, 12, 14, 14, 14, 15, 14, 14, 12, 11, 14, 9, 7, 4, 3, 5, 2, 2, 2, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
[1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.900000, 0.909091, 0.916667, 0.923077, 1.000000, 0.933333, 0.875000, 0.882353, 0.777778, 0.736842, 0.600000, 0.523810, 0.636364, 0.391304, 0.291667, 0.160000, 0.115385, 0.185185, 0.071429, 0.068966, 0.066667, 0.000000, 0.000000, 0.000000, 0.029412, 0.028571, 0.027778, 0.054054, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000 ]
[0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 0.090909, 0.083333, 0.076923, 0.000000, 0.066667, 0.125000, 0.117647, 0.222222, 0.263158, 0.400000, 0.476190, 0.363636, 0.608696, 0.708333, 0.840000, 0.884615, 0.814815, 0.928571, 0.931035, 0.933333, 1.000000, 1.000000, 1.000000, 0.970588, 0.971429, 0.972222, 0.945946, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000 ]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 10, 10, 10, 10, 11, 12, 11, 9, 10, 6, 7, 5, 5, 5, 4, 4, 4, 2, 3, 2, 4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
[1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.909091, 0.833333, 0.769231, 0.714286, 0.733333, 0.750000, 0.647059, 0.500000, 0.526316, 0.300000, 0.333333, 0.227273, 0.217391, 0.208333, 0.160000, 0.153846, 0.148148, 0.071429, 0.103448, 0.066667, 0.129032, 0.062500, 0.060606, 0.058824, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000 ]
[0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.090909, 0.166667, 0.230769, 0.285714, 0.266667, 0.250000, 0.352941, 0.500000, 0.473684, 0.700000, 0.666667, 0.772727, 0.782609, 0.791667, 0.840000, 0.846154, 0.851852, 0.928571, 0.896552, 0.933333, 0.870968, 0.937500, 0.939394, 0.941176, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000 ]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 9, 9, 10, 10, 10, 11, 8, 5, 5, 5, 4, 4, 1, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
